EMISSAO;PEDIDO;CLIENTE;PRODUTO;DESCRICAO;QTDE;VALOR;TOTAL;REPRESENTANTE
27/03/2023;32648;COML BP DE PROD ALIM LTDA;4783P;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS PET 12X500ML;30;217,9;6537;LGA REPR COM LTDA/REPR COM CAMPOS & CAMPOS
12/05/2023;32700;FEMAGAM DO VALLE DISTR DE CEREAIS LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;40;364;14560;LGA REPR COM LTDA/REPR COM CAMPOS & CAMPOS
12/05/2023;32700;FEMAGAM DO VALLE DISTR DE CEREAIS LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;40;364;14560;LGA REPR COM LTDA/REPR COM CAMPOS & CAMPOS
12/05/2023;32700;FEMAGAM DO VALLE DISTR DE CEREAIS LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;40;364;14560;LGA REPR COM LTDA/REPR COM CAMPOS & CAMPOS
12/05/2023;32887;UBADESKLIMP-COMERCIAL DISTRIBUIDORA LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;10;400,7;4007;LGA REPR COM LTDA/REPR COM CAMPOS & CAMPOS
12/05/2023;32887;UBADESKLIMP-COMERCIAL DISTRIBUIDORA LTDA;4059;AZEITE OLIVA EXT VIRG TRADICAO LT 24X200ML;20;232,9;4658;LGA REPR COM LTDA/REPR COM CAMPOS & CAMPOS
25/05/2023;32995;FEMAGAM DO VALLE DISTR DE CEREAIS LTDA;4118;AZEITE OLIVA EXT VIRG TRADICAO PET 18X500ML;200;313,3;62660;LGA REPR COM LTDA/REPR COM CAMPOS & CAMPOS
25/05/2023;32995;FEMAGAM DO VALLE DISTR DE CEREAIS LTDA;4118;AZEITE OLIVA EXT VIRG TRADICAO PET 18X500ML;200;313,3;62660;LGA REPR COM LTDA/REPR COM CAMPOS & CAMPOS
25/05/2023;32995;FEMAGAM DO VALLE DISTR DE CEREAIS LTDA;4118;AZEITE OLIVA EXT VIRG TRADICAO PET 18X500ML;200;313,3;62660;LGA REPR COM LTDA/REPR COM CAMPOS & CAMPOS
07/06/2023;33481;GARCIA & GOMES COM DE FRIOS LTDA;4448S;OLEO COMP SOJA E OLIVA TRADICAO GAL 4X5,01LT;15;222,3;3334,5;LGA REPR COM LTDA/REPR COM CAMPOS & CAMPOS
07/06/2023;33481;GARCIA & GOMES COM DE FRIOS LTDA;4448S;OLEO COMP SOJA E OLIVA TRADICAO GAL 4X5,01LT;15;222,3;3334,5;LGA REPR COM LTDA/REPR COM CAMPOS & CAMPOS
07/06/2023;33482;COML BP DE PROD ALIM LTDA;4103;AZEITE OLIVA EXT VIRG TRADICAO VD 20X250ML;2;235,3;470,6;LGA REPR COM LTDA/REPR COM CAMPOS & CAMPOS
07/06/2023;33482;COML BP DE PROD ALIM LTDA;4059;AZEITE OLIVA EXT VIRG TRADICAO LT 24X200ML;1;235,1;235,1;LGA REPR COM LTDA/REPR COM CAMPOS & CAMPOS
07/06/2023;33483;COML BP DE PROD ALIM LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;12;139,2;1670,4;LGA REPR COM LTDA/REPR COM CAMPOS & CAMPOS
27/06/2023;33648;FEMAGAM DO VALLE DISTR DE CEREAIS LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;40;150,8;6032;LGA REPR COM LTDA/REPR COM CAMPOS & CAMPOS
27/06/2023;33648;FEMAGAM DO VALLE DISTR DE CEREAIS LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;40;150,8;6032;LGA REPR COM LTDA/REPR COM CAMPOS & CAMPOS
27/06/2023;33648;FEMAGAM DO VALLE DISTR DE CEREAIS LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;120;130,8;15696;LGA REPR COM LTDA/REPR COM CAMPOS & CAMPOS
27/06/2023;33648;FEMAGAM DO VALLE DISTR DE CEREAIS LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;40;150,8;6032;LGA REPR COM LTDA/REPR COM CAMPOS & CAMPOS
27/06/2023;33648;FEMAGAM DO VALLE DISTR DE CEREAIS LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;120;130,8;15696;LGA REPR COM LTDA/REPR COM CAMPOS & CAMPOS
27/06/2023;33648;FEMAGAM DO VALLE DISTR DE CEREAIS LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;120;130,8;15696;LGA REPR COM LTDA/REPR COM CAMPOS & CAMPOS
24/01/2023;32237;ATAC  KINGFOOD PROD ALIMENTICIOS LTDA;4118;AZEITE OLIVA EXT VIRG TRADICAO PET 18X500ML;70;299,3;20951;M. TONON SERVICOS ADMINISTRATIVOS
24/01/2023;32237;ATAC  KINGFOOD PROD ALIMENTICIOS LTDA;4118;AZEITE OLIVA EXT VIRG TRADICAO PET 18X500ML;70;299,3;20951;M. TONON SERVICOS ADMINISTRATIVOS
03/02/2023;32417;CATARINO IND E COM DE ALIMENTOS SLU LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;30;179;5370;M. TONON SERVICOS ADMINISTRATIVOS
15/02/2023;32384;ATAC  KINGFOOD PROD ALIMENTICIOS LTDA;4118;AZEITE OLIVA EXT VIRG TRADICAO PET 18X500ML;56;298,8;16732,8;M. TONON SERVICOS ADMINISTRATIVOS
20/02/2023;32427;CL GERMANO EIRELI;4813;SEVILHA AZEITE DE OLIVA EXTRA VIRGEM C12 UN;5;228,6;1143;M. TONON SERVICOS ADMINISTRATIVOS
11/04/2023;32689;ROGERIO ALVES DE LIMA 34048312847;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;7;382;2674;M. TONON SERVICOS ADMINISTRATIVOS
11/04/2023;32689;ROGERIO ALVES DE LIMA 34048312847;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;7;382;2674;M. TONON SERVICOS ADMINISTRATIVOS
11/04/2023;32689;ROGERIO ALVES DE LIMA 34048312847;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;7;382;2674;M. TONON SERVICOS ADMINISTRATIVOS
11/04/2023;32737;COML MERCURYO DE PROD ALIM LTDA;4012;OLEO MISTO DE GIRASSOL E OLIVA 30% PET 20X500ML;10;194,7;1947;M. TONON SERVICOS ADMINISTRATIVOS
08/05/2023;33267;CATARINO IND E COM DE ALIMENTOS SLU LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;10;173,6;1736;M. TONON SERVICOS ADMINISTRATIVOS
10/05/2023;33294;ROGERIO ALVES DE LIMA 34048312847;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;7;382;2674;M. TONON SERVICOS ADMINISTRATIVOS
10/05/2023;33294;ROGERIO ALVES DE LIMA 34048312847;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;7;382;2674;M. TONON SERVICOS ADMINISTRATIVOS
10/05/2023;33294;ROGERIO ALVES DE LIMA 34048312847;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;7;382;2674;M. TONON SERVICOS ADMINISTRATIVOS
25/05/2023;32933;CL GERMANO EIRELI;4813;SEVILHA AZEITE DE OLIVA EXTRA VIRGEM C12 UN;5;239,76;1198,8;M. TONON SERVICOS ADMINISTRATIVOS
07/06/2023;33342;CELEIRO DA TERRA COM CEREALISTA LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;10;400,8;4008;M. TONON SERVICOS ADMINISTRATIVOS
07/06/2023;33342;CELEIRO DA TERRA COM CEREALISTA LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;10;400,8;4008;M. TONON SERVICOS ADMINISTRATIVOS
24/01/2023;32214;DIST DE PROD ALIM HERNANDES LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;100;177,6;17760;MANO CECIL REPR E COM LTDA
30/03/2023;32678;DIST DE PROD ALIM HERNANDES LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;100;197,1;19710;MANO CECIL REPR E COM LTDA
12/05/2023;33310;DIST DE PROD ALIM HERNANDES LTDA;4012;TRADIÇÃO BLEND MEDITERRÂNEO - PET 20X500ML - ÓLEO DE GIRASSOL E;10;190,8;1908;MANO CECIL REPR E COM LTDA
16/05/2023;33020;DIST DE PROD ALIM HERNANDES LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;100;206,5;20650;MANO CECIL REPR E COM LTDA
07/06/2023;33405;DIST DE PROD ALIM HERNANDES LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;100;206,5;20650;MANO CECIL REPR E COM LTDA
24/01/2023;32257;G A R DE LUCENA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;18;201,12;3620,16;NESSO & SCHIMIDT REPESENTAÇÕES COMERCIAIS LTDA
25/05/2023;33456;NUTRITE COMERCIO DE ALIMENTOS LTDA;4028;AZEITE OLIVA EXT VIRG TRADICAO LT 24X500ML;53;469,68;24893,04;NESSO & SCHIMIDT REPESENTAÇÕES COMERCIAIS LTDA
07/06/2023;33240;G A R DE LUCENA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;18;210,6;3790,8;NESSO & SCHIMIDT REPESENTAÇÕES COMERCIAIS LTDA
24/01/2023;32283;SM DESCONTAO EIRELI;4059;AZEITE OLIVA EXT VIRG TRADICAO LT 24X200ML;1;225,26;225,26;PAULO ANSELMO PINTO
24/01/2023;32283;SM DESCONTAO EIRELI;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;2;212,11;424,22;PAULO ANSELMO PINTO
24/01/2023;32283;SM DESCONTAO EIRELI;4028;AZEITE OLIVA EXT VIRG TRADICAO LT 24X500ML;1;476,42;476,42;PAULO ANSELMO PINTO
24/01/2023;32283;SM DESCONTAO EIRELI;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;1;402,11;402,11;PAULO ANSELMO PINTO
26/01/2023;32282;SOAZA COM DE PROD ALIM LTDA;4448S;OLEO COMP SOJA E OLIVA TRADICAO GAL 4X5,01LT;2;269,6;539,2;PAULO ANSELMO PINTO
26/01/2023;32282;SOAZA COM DE PROD ALIM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;2;382;764;PAULO ANSELMO PINTO
26/01/2023;32282;SOAZA COM DE PROD ALIM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;4;183,2;732,8;PAULO ANSELMO PINTO
02/02/2023;32377;SM TIBA LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;5;192,84;964,2;PAULO ANSELMO PINTO
02/02/2023;32377;SM TIBA LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;5;402,11;2010,55;PAULO ANSELMO PINTO
16/02/2023;32374;SM FRATUCCI LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;20;201,5;4030;PAULO ANSELMO PINTO
16/02/2023;32389;SM SB BABA LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;1;183,2;183,2;PAULO ANSELMO PINTO
16/02/2023;32484;SM SB BABA LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;10;382;3820;PAULO ANSELMO PINTO
28/02/2023;32591;SOAZA COM DE PROD ALIM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;3;183,2;549,6;PAULO ANSELMO PINTO
28/02/2023;32591;SOAZA COM DE PROD ALIM LTDA;4448S;OLEO COMP SOJA E OLIVA TRADICAO GAL 4X5,01LT;3;269,6;808,8;PAULO ANSELMO PINTO
28/02/2023;32586;JUPTER COM DE EMBAL LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;2;163;326;PAULO ANSELMO PINTO
28/02/2023;32586;JUPTER COM DE EMBAL LTDA;4448S;OLEO COMP SOJA E OLIVA TRADICAO GAL 4X5,01LT;1;269,6;269,6;PAULO ANSELMO PINTO
28/02/2023;32629;YOSHIMASA WATANABE & CIA LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;10;192,84;1928,4;PAULO ANSELMO PINTO
28/02/2023;32629;YOSHIMASA WATANABE & CIA LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;5;171,58;857,9;PAULO ANSELMO PINTO
28/02/2023;32634;SM TONELLI LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;12;183,2;2198,4;PAULO ANSELMO PINTO
03/03/2023;32742;SM DESCONTAO EIRELI;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;2;171,58;343,16;PAULO ANSELMO PINTO
23/03/2023;32586;JUPTER COM DE EMBAL LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;3;382;1146;PAULO ANSELMO PINTO
23/03/2023;32586;JUPTER COM DE EMBAL LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;3;228,6;685,8;PAULO ANSELMO PINTO
27/03/2023;32591;SOAZA COM DE PROD ALIM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;2;382;764;PAULO ANSELMO PINTO
27/03/2023;32629;YOSHIMASA WATANABE & CIA LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;10;402,11;4021,1;PAULO ANSELMO PINTO
27/03/2023;32634;SM TONELLI LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;2;382;764;PAULO ANSELMO PINTO
31/03/2023;32878;SM TIBA LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;20;186,42;3728,4;PAULO ANSELMO PINTO
31/03/2023;32892;SM IRMAOS OLIVEIRA LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;2;177,1;354,2;PAULO ANSELMO PINTO
31/03/2023;32892;SM IRMAOS OLIVEIRA LTDA;4615S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X250ML;1;120,9;120,9;PAULO ANSELMO PINTO
31/03/2023;32924;SOAZA COM DE PROD ALIM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;10;177,1;1771;PAULO ANSELMO PINTO
31/03/2023;32924;SOAZA COM DE PROD ALIM LTDA;4448S;OLEO COMP SOJA E OLIVA TRADICAO GAL 4X5,01LT;5;245;1225;PAULO ANSELMO PINTO
14/04/2023;33029;MARA EDITH LOURENCO & CIA LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;10;186,4;1864;PAULO ANSELMO PINTO
14/04/2023;33031;MARA EDITH LOURENCO & CIA LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;20;186,4;3728;PAULO ANSELMO PINTO
14/04/2023;33033;MARA EDITH LOURENCO & CIA LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;15;186,4;2796;PAULO ANSELMO PINTO
14/04/2023;33037;MARA EDITH LOURENÇO & CIA LTDA ;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;10;186,4;1864;PAULO ANSELMO PINTO
14/04/2023;33035;MARA EDITH LOURENCO & CIA LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;10;186,4;1864;PAULO ANSELMO PINTO
26/04/2023;33055;RIBERFOODS IMP E DISTR DE PROD ALIM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;20;177,2;3544;PAULO ANSELMO PINTO
28/04/2023;33173;SM TONELLI LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;12;177,2;2126,4;PAULO ANSELMO PINTO
28/04/2023;33175;SM SB BABA LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;5;177,1;885,5;PAULO ANSELMO PINTO
28/04/2023;33193;SM DESCONTAO EIRELI;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;2;156;312;PAULO ANSELMO PINTO
16/05/2023;33194;SM DESCONTAO EIRELI;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;2;210,6;421,2;PAULO ANSELMO PINTO
16/05/2023;33194;SM DESCONTAO EIRELI;4028;AZEITE OLIVA EXT VIRG TRADICAO LT 24X500ML;1;469,7;469,7;PAULO ANSELMO PINTO
16/05/2023;33194;SM DESCONTAO EIRELI;4059;AZEITE OLIVA EXT VIRG TRADICAO LT 24X200ML;1;232,9;232,9;PAULO ANSELMO PINTO
16/05/2023;33194;SM DESCONTAO EIRELI;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;2;400,7;801,4;PAULO ANSELMO PINTO
25/05/2023;32892;SM IRMAOS OLIVEIRA LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;2;400,7;801,4;PAULO ANSELMO PINTO
25/05/2023;32892;SM IRMAOS OLIVEIRA LTDA;4059;AZEITE OLIVA EXT VIRG TRADICAO LT 24X200ML;1;232,9;232,9;PAULO ANSELMO PINTO
25/05/2023;32925;SM MIALICH LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;30;226,68;6800,4;PAULO ANSELMO PINTO
25/05/2023;32925;SM MIALICH LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;11;426,79;4694,69;PAULO ANSELMO PINTO
25/05/2023;33026;LUIS CARLOS CATHO EIRELI;4059;AZEITE OLIVA EXT VIRG TRADICAO LT 24X200ML;6;232,9;1397,4;PAULO ANSELMO PINTO
25/05/2023;33027;SOAZA COM DE PROD ALIM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;5;400,7;2003,5;PAULO ANSELMO PINTO
25/05/2023;32935;SM TIBA LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;10;421,79;4217,9;PAULO ANSELMO PINTO
30/05/2023;33172;SM TONELLI LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;10;400,8;4008;PAULO ANSELMO PINTO
02/06/2023;33479;SM MIALICH LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;11;426,79;4694,69;PAULO ANSELMO PINTO
02/06/2023;33479;SM MIALICH LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;30;226,68;6800,4;PAULO ANSELMO PINTO
02/06/2023;33480;SM IRMAOS OLIVEIRA LTDA;4059;AZEITE OLIVA EXT VIRG TRADICAO LT 24X200ML;1;232,9;232,9;PAULO ANSELMO PINTO
02/06/2023;33480;SM IRMAOS OLIVEIRA LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;2;400,7;801,4;PAULO ANSELMO PINTO
02/06/2023;33492;SM TONELLI LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;20;158,6;3172;PAULO ANSELMO PINTO
07/06/2023;33491;SM TIBA LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;20;166,95;3339;PAULO ANSELMO PINTO
12/06/2023;33171;SM FRATUCCI LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;20;210,6;4212;PAULO ANSELMO PINTO
12/06/2023;33174;SM SB BABA LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;5;210,6;1053;PAULO ANSELMO PINTO
12/06/2023;33174;SM SB BABA LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;2;400,7;801,4;PAULO ANSELMO PINTO
12/06/2023;33490;SM TONELLI LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;5;420,3;2101,5;PAULO ANSELMO PINTO
12/06/2023;33500;SOAZA COM DE PROD ALIM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;5;158,6;793;PAULO ANSELMO PINTO
12/06/2023;33500;SOAZA COM DE PROD ALIM LTDA;4448S;OLEO COMP SOJA E OLIVA TRADICAO GAL 4X5,01LT;5;222,3;1111,5;PAULO ANSELMO PINTO
12/06/2023;33501;SOAZA COM DE PROD ALIM LTDA;4059;AZEITE OLIVA EXT VIRG TRADICAO LT 24X200ML;3;235,1;705,3;PAULO ANSELMO PINTO
27/06/2023;33700;RIBERFOODS IMP E DISTR DE PROD ALIM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;15;154;2310;PAULO ANSELMO PINTO
28/06/2023;33722;SM JDS LTDA;4494;OLEO COMP SOJA E OLIVA TRADIÇÃO 10% PET 18X500ML;10;106,53;1065,3;PAULO ANSELMO PINTO
28/06/2023;33722;SM JDS LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;10;140,74;1407,4;PAULO ANSELMO PINTO
28/06/2023;33723;SM JDS LTDA;4494;OLEO COMP SOJA E OLIVA TRADIÇÃO 10% PET 18X500ML;10;106,53;1065,3;PAULO ANSELMO PINTO
28/06/2023;33723;SM JDS LTDA;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;10;140,74;1407,4;PAULO ANSELMO PINTO
28/06/2023;33724;SM JDS LTDA ME;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;10;140,74;1407,4;PAULO ANSELMO PINTO
28/06/2023;33724;SM JDS LTDA ME;4494;OLEO COMP SOJA E OLIVA TRADIÇÃO 10% PET 18X500ML;10;106,53;1065,3;PAULO ANSELMO PINTO
28/06/2023;33725;AMARILDO FLOSI MORRO AGUDO;4494;OLEO COMP SOJA E OLIVA TRADIÇÃO 10% PET 18X500ML;5;106,53;532,65;PAULO ANSELMO PINTO
28/06/2023;33725;AMARILDO FLOSI MORRO AGUDO;4493;OLEO COMP SOJA E OLIVA OLIVAIS DE BARCELONA FR 24X500ML;5;140,74;703,7;PAULO ANSELMO PINTO
28/06/2023;33730;SM TIBA LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;20;162,11;3242,2;PAULO ANSELMO PINTO
24/01/2023;32253;DRIVEOP I IMPORTADORA E EXPORTADORA LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;10;382,2;3822;PEDRISCO REPR COML DE PROD ALIM LTDA
08/02/2023;32445;REINALDO CHICAROLLI MARTINS SM EIRELI;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;5;183,2;916;PEDRISCO REPR COML DE PROD ALIM LTDA
08/02/2023;32444;REINALDO CHICAROLLI MARTINS SM EIRELI;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;2;382,2;764,4;PEDRISCO REPR COML DE PROD ALIM LTDA
08/02/2023;32444;REINALDO CHICAROLLI MARTINS SM EIRELI;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;2;183,2;366,4;PEDRISCO REPR COML DE PROD ALIM LTDA
08/02/2023;32443;REINALDO CHICAROLLI MARTINS SM EIRELI;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;3;183,2;549,6;PEDRISCO REPR COML DE PROD ALIM LTDA
10/02/2023;32393;SUMERBOL SM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;35;188,6;6601;PEDRISCO REPR COML DE PROD ALIM LTDA
10/02/2023;32395;SUMERBOL SM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;15;188,6;2829;PEDRISCO REPR COML DE PROD ALIM LTDA
10/02/2023;32396;SUMERBOL SM LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;10;188,6;1886;PEDRISCO REPR COML DE PROD ALIM LTDA
13/02/2023;32329;SM MARCON LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;5;183,2;916;PEDRISCO REPR COML DE PROD ALIM LTDA
13/02/2023;32330;SM MARCON LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;3;183,2;549,6;PEDRISCO REPR COML DE PROD ALIM LTDA
13/02/2023;32442;REINALDO CHICAROLLI MARTINS SM EIRELI;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;5;183,2;916;PEDRISCO REPR COML DE PROD ALIM LTDA
15/02/2023;32488;SUMERBOL SM LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;20;223,68;4473,6;PEDRISCO REPR COML DE PROD ALIM LTDA
15/02/2023;32488;SUMERBOL SM LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;10;373,8;3738;PEDRISCO REPR COML DE PROD ALIM LTDA
15/02/2023;32488;SUMERBOL SM LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;10;197,16;1971,6;PEDRISCO REPR COML DE PROD ALIM LTDA
15/02/2023;32486;SUMERBOL SM LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;15;223,68;3355,2;PEDRISCO REPR COML DE PROD ALIM LTDA
15/02/2023;32487;SUMERBOL SM LTDA;4117;AZEITE OLIVA EXT VIRG BARCELONA FR 12X500ML;5;197,16;985,8;PEDRISCO REPR COML DE PROD ALIM LTDA
15/02/2023;32487;SUMERBOL SM LTDA;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;5;223,68;1118,4;PEDRISCO REPR COML DE PROD ALIM LTDA
15/02/2023;32507;SM MARCON LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;10;382,2;3822;PEDRISCO REPR COML DE PROD ALIM LTDA
15/02/2023;32508;SM MARCON LTDA;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;5;382,2;1911;PEDRISCO REPR COML DE PROD ALIM LTDA
17/02/2023;32373;GOSHEN ALIMENTOS LTDA;4073;AZEITE OLIVA EXT VIRG TRADICAO GAL 4X5,01LT;6;743,6;4461,6;PEDRISCO REPR COML DE PROD ALIM LTDA
20/02/2023;32514;REINALDO CHICAROLLI MARTINS SM EIRELI;4783;AZEITE OLIVA EXT VIRG BARCELONA VITRAIS VD 12X500ML;3;228,6;685,8;PEDRISCO REPR COML DE PROD ALIM LTDA
20/02/2023;32514;REINALDO CHICAROLLI MARTINS SM EIRELI;4011S;AZEITE OLIVA EXT VIRG TRADICAO VD 20X500ML;5;382,2;1911;PEDRISCO REPR COML DE PROD ALIM LTDA
28/02/2023;32652;SM SERIEMA EIRELI;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;15;183,2;2748;PEDRISCO REPR COML DE PROD ALIM LTDA
28/02/2023;32651;MERHEGE & CIA LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;5;183,2;916;PEDRISCO REPR COML DE PROD ALIM LTDA
14/03/2023;32778;SM MARCON LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;5;173,6;868;PEDRISCO REPR COML DE PROD ALIM LTDA
14/03/2023;32779;SM MARCON LTDA;4363S;OLEO COMP SOJA E OLIVA TRADICAO VD 20X500ML;5;173,6;868;PEDRISCO REPR COML DE PROD ALIM LTDA
